Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
XOM,EXXON MOBIL CORP,Equity,3.1954,64.43,10346350,$666615331,-,Energy,2326618,US30231G1022,New York Stock Exchange Inc.
MSFT,MICROSOFT CORP,Equity,2.2742,28.18,16835760,$474431717,-,Information Technology,2588173,US5949181045,NASDAQ
PG,PROCTER & GAMBLE,Equity,1.8788,61.55,6367747,$391934828,-,Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
JNJ,JOHNSON & JOHNSON,Equity,1.8119,62.86,6013299,$377995975,-,Health Care,2475833,US4781601046,New York Stock Exchange Inc.
AAPL*,APPLE INC,Equity,1.8078,192.12,1962974,$377126565,-,Information Technology,B011001,US0378331005,Bolsa Mexicana De Valores (Mexican Stock Exchange)
GEC,GENERAL ELECTRIC CO.,Equity,1.7887,16.08,23205597,$373146000,-,Industrials,5254471,US3696041033,Deutsche Boerse Ag
IBM,INTERNATIONAL BUSINESS MACHINES CO,Equity,1.6796,122.39,2862924,$350393268,-,Information Technology,2005973,US4592001014,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE,Equity,1.6031,38.94,8588444,$334434009,-,Financials,0190031,US46625H1005,London Stock Exchange
BAC,BANK OF AMERICA CORP,Equity,1.5759,15.18,21656637,$328747750,-,Financials,BHZL9B0,US0605051046,Swiss Exchange
PFE,PFIZER INC,Equity,1.5731,18.66,17587126,$328175771,-,Health Care,2684703,US7170811035,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.5634,25.36,12860919,$326152906,-,Telecommunication Services,2831811,US00206R1023,New York Stock Exchange Inc.
WFC*,WELLS FARGO CO,Equity,1.5181,28.43,11139307,$316690498,-,Financials,B045BZ2,US9497461015,Bolsa Mexicana De Valores (Mexican Stock Exchange)
CVX,CHEVRON CORP,Equity,1.5116,72.12,4372558,$315348883,-,Energy,2838555,US1667641005,New York Stock Exchange Inc.
CSCO,CISCO SYSTEMS INC,Equity,1.3504,22.47,12537492,$281717445,-,Information Technology,2198163,US17275R1023,NASDAQ
GOOGL,GOOGLE INC CLASS A,Equity,1.3337,529.42,525523,$278222387,-,Information Technology,B84V7F8,US38259P5089,Spot Regulated Market - Bvb
KO,COCA-COLA,Equity,1.3133,54.25,5050195,$273973079,-,Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,1.2184,38.18,6657111,$254168498,-,Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
WMT,WALMART STORES INC,Equity,1.1910,53.43,4650311,$248466117,-,Consumer Staples,2961280,US9311421039,Bolsa De Valores De Lima
HPQ,HEWLETT PACKARD,Equity,1.1660,47.07,5167648,$243241191,-,Information Technology,2424006,US4282361033,New York Stock Exchange Inc.
INCO,INTEL CORPORATION CORP,Equity,1.1192,19.40,12034994,$233478884,-,Information Technology,5923652,US4581401001,Nyse Euronext - Euronext Amsterdam
PEP,PEPSICO INC,Equity,0.9720,59.62,3400950,$202764639,-,Consumer Staples,2681511,US7134481081,New York Stock Exchange Inc.
ORCL,ORACLE CORP,Equity,0.9421,23.06,8522336,$196525068,-,Information Technology,2661568,US68389X1054,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,0.9056,45.51,4151220,$188922022,-,Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,0.8731,29.42,6191139,$182143309,-,Telecommunication Services,2090571,US92343V1044,New York Stock Exchange Inc.
