Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,3.7544,121.30,21732039,$2636096331,2636096330.70,Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,2.0297,46.70,30515881,$1425091643,1425091642.70,Information Technology,2588173,US5949181045,NASDAQ
XOM,EXXON MOBIL CORP,Equity,1.7793,79.21,15772174,$1249313903,1249313902.54,Energy,2326618,US30231G1022,New York Stock Exchange Inc.
JNJ,JOHNSON & JOHNSON,Equity,1.4930,100.21,10460610,$1048257728,1048257728.10,Health Care,2475833,US4781601046,New York Stock Exchange Inc.
WFC,WELLS FARGO,Equity,1.4569,57.87,17675906,$1022904680,1022904680.22,Financials,2649100,US9497461015,New York Stock Exchange Inc.
GE,GENERAL ELECTRIC,Equity,1.4129,26.10,38008890,$992032029,992032029.00,Industrials,2380498,US3696041033,New York Stock Exchange Inc.
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,1.3986,142.74,6879691,$982007093,982007093.34,Financials,2073390,US0846707026,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,1.3664,68.53,13999136,$959360790,959360790.08,Financials,2190385,US46625H1005,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.1930,36.06,23228245,$837610515,837610514.70,Health Care,2684703,US7170811035,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.1468,34.74,23177811,$805197154,805197154.14,Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.1180,76.70,10234088,$784954550,784954549.60,Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
AMZN,AMAZON COM INC,Equity,1.0999,536.15,1440464,$772304774,772304773.60,Consumer Discretionary,2000019,US0231351067,NASDAQ
