Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Equity,0.0316,451.50,12719,$5742629,-,Consumer Discretionary,2942003,US9396401088,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.0638,153.57,75467,$11589467,-,Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.
MDP,MEREDITH CORP.,Equity,0.0110,26.47,75718,$2004255,-,Consumer Discretionary,2578516,US5894331017,New York Stock Exchange Inc.
ISRG,INTUITIVE SURGICAL INC,Equity,0.0991,227.32,79143,$17990787,-,Health Care,2871301,US46120E6023,NASDAQ
GAS.2,NICOR INC,Equity,0.0190,36.44,94859,$3456662,-,Utilities,2639509,US6540861076,New York Stock Exchange Inc.
CF,CF INDUSTRIES HOLDINGS INC,Equity,0.0441,78.94,101404,$8004832,-,Materials,B0G4K50,US1252691001,New York Stock Exchange Inc.
DNB,DUN & BRADSTREET CORP,Equity,0.0442,71.99,111538,$8029621,-,Industrials,2636254,US26483E1001,New York Stock Exchange Inc.
SHLD,SEARS HOLDINGS CORP,Equity,0.0413,66.34,113033,$7498609,-,Consumer Discretionary,2634805,US8123501061,NASDAQ
MIL.,MILLIPORE CORP,Equity,0.0445,69.60,116025,$8075340,-,Health Care,2594437,US6010731098,New York Stock Exchange Inc.
R,RYDER SYSTEM INC,Equity,0.0226,35.13,116755,$4101603,-,Industrials,2760669,US7835491082,New York Stock Exchange Inc.
FLS,FLOWSERVE CORP,Equity,0.0521,80.77,117163,$9463256,-,Industrials,2288406,US34354P1057,New York Stock Exchange Inc.
RL,POLO RALPH LAUREN CORP.,Equity,0.0413,63.05,118821,$7491664,-,Consumer Discretionary,2018409,US7315721032,New York Stock Exchange Inc.
SNA,SNAP-ON INC.,Equity,0.0237,35.63,120553,$4295303,-,Consumer Discretionary,2818740,US8330341012,New York Stock Exchange Inc.
BDK,THE BLACK & DECKER CORPORATION,Equity,0.0262,37.60,126332,$4750083,-,Consumer Discretionary,2101503,US0917971006,New York Stock Exchange Inc.
DV,DEVRY EDUCATION GROUP INC,Equity,0.0352,49.74,128625,$6397808,-,Consumer Discretionary,2267609,US2518931033,New York Stock Exchange Inc.
GWW,WW GRAINGER INC,Equity,0.0645,89.91,130184,$11704843,-,Industrials,2380863,US3848021040,New York Stock Exchange Inc.
MX4A,CME GROUP INC CLASS A,Equity,0.2133,278.83,138843,$38713594,-,Financials,B012KV5,US12572Q1058,Boerse Berlin
WYNN,WYNN RESORTS LTD,Equity,0.0397,51.17,140946,$7212207,-,Consumer Discretionary,2963811,US9831341071,NASDAQ
DO,DIAMOND OFFSHORE DRILLING INC,Equity,0.0720,89.87,145447,$13071322,-,Energy,2261021,US25271C1027,New York Stock Exchange Inc.
HRL,HORMEL FOODS CORP,Equity,0.0288,35.91,145528,$5225910,-,Consumer Staples,2437264,US4404521001,New York Stock Exchange Inc.
HAR,HARMAN INTERNATIONAL INDUSTRIES IN,Equity,0.0198,24.68,145551,$3592199,-,Consumer Discretionary,2411138,US4130861093,New York Stock Exchange Inc.
KBH,KB HOME,Equity,0.0137,16.69,149060,$2487811,-,Consumer Discretionary,2485070,US48666K1097,New York Stock Exchange Inc.
EMN,EASTMAN CHEMICAL,Equity,0.0414,49.66,151445,$7520759,-,Materials,2298386,US2774321002,New York Stock Exchange Inc.
MA,MASTERCARD INC CLASS A,Equity,0.1623,194.03,151815,$29456664,-,Information Technology,B121557,US57636Q1040,New York Stock Exchange Inc.
ICE,INTERCONTINENTALEXCHANGE INC.,Equity,0.0788,94.06,152157,$14311887,-,Financials,B0PBS81,US45865V1008,New York Stock Exchange Inc.
CEPH,CEPHALON INC,Equity,0.0498,58.65,154247,$9046587,-,Health Care,2185143,US1567081096,NASDAQ
WHR,WHIRLPOOL CORP,Equity,0.0487,57.09,154729,$8833479,-,Consumer Discretionary,2960384,US9633201069,New York Stock Exchange Inc.
TEG,INTEGRYS ENERGY GROUP INC.,Equity,0.0296,33.78,159200,$5377776,-,Utilities,2982098,US45822P1057,New York Stock Exchange Inc.
