Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Equity,0.0211,439.50,12350,$5427825,-,Consumer Discretionary,2942003,US9396401088,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.0648,272.59,61229,$16690413,-,Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.
MDP,MEREDITH CORP.,Equity,0.0110,34.65,81477,$2823178,-,Consumer Discretionary,2578516,US5894331017,New York Stock Exchange Inc.
ISRG,INTUITIVE SURGICAL INC,Equity,0.0884,257.75,88391,$22782780,-,Health Care,2871301,US46120E6023,NASDAQ
NFLX,NETFLIX INC,Equity,0.0665,175.70,97562,$17141643,-,Consumer Discretionary,2857817,US64110L1061,NASDAQ
SHLD,SEARS HOLDINGS CORP,Equity,0.0283,73.75,98974,$7299333,-,Consumer Discretionary,2634805,US8123501061,NASDAQ
GAS.2,NICOR INC,Equity,0.0199,49.92,102881,$5135820,-,Utilities,2639509,US6540861076,New York Stock Exchange Inc.
PCLN,PRICELINE GROUP INC/THE,Equity,0.1713,399.55,110427,$44121108,-,Consumer Discretionary,2779063,US7415034039,NASDAQ
DNB,DUN & BRADSTREET CORP,Equity,0.0357,82.09,112029,$9196461,-,Industrials,2636254,US26483E1001,New York Stock Exchange Inc.
R,RYDER SYSTEM INC,Equity,0.0238,52.64,116363,$6125348,-,Industrials,2760669,US7835491082,New York Stock Exchange Inc.
FSLR,FIRST SOLAR INC,Equity,0.0613,130.14,121361,$15793921,-,Information Technology,B1HMF22,US3364331070,NASDAQ
FLS,FLOWSERVE CORP,Equity,0.0581,119.22,125588,$14972601,-,Industrials,2288406,US34354P1057,New York Stock Exchange Inc.
GWW,WW GRAINGER INC,Equity,0.0699,138.11,130486,$18021421,-,Industrials,2380863,US3848021040,New York Stock Exchange Inc.
SNA,SNAP-ON INC.,Equity,0.0287,56.58,130534,$7385614,-,Industrials,2818740,US8330341012,New York Stock Exchange Inc.
DV,DEVRY EDUCATION GROUP INC,Equity,0.0261,47.98,140234,$6728427,-,Consumer Discretionary,2267609,US2518931033,New York Stock Exchange Inc.
AN,AUTONATION INC,Equity,0.0157,28.20,143791,$4054906,-,Consumer Discretionary,2732635,US05329W1027,New York Stock Exchange Inc.
RL,POLO RALPH LAUREN CORP.,Equity,0.0626,110.92,145411,$16128988,-,Consumer Discretionary,2018409,US7315721032,New York Stock Exchange Inc.
MX4A,CME GROUP INC CLASS A,Equity,0.1882,321.75,150734,$48498665,-,Financials,B012KV5,US12572Q1058,Boerse Berlin
HRL,HORMEL FOODS CORP,Equity,0.0310,51.26,155601,$7976107,-,Consumer Staples,2437264,US4404521001,New York Stock Exchange Inc.
HAR,HARMAN INTERNATIONAL INDUSTRIES IN,Equity,0.0281,46.30,156517,$7246737,-,Consumer Discretionary,2411138,US4130861093,New York Stock Exchange Inc.
DO,DIAMOND OFFSHORE DRILLING INC,Equity,0.0407,66.87,156717,$10479666,-,Energy,2261021,US25271C1027,New York Stock Exchange Inc.
CF,CF INDUSTRIES HOLDINGS INC,Equity,0.0839,135.15,159981,$21621432,-,Materials,B0G4K50,US1252691001,New York Stock Exchange Inc.
CERN,CERNER CORP,Equity,0.0589,94.74,160261,$15183127,-,Health Care,2185284,US1567821046,NASDAQ
EMN,EASTMAN CHEMICAL,Equity,0.0529,84.08,162246,$13641644,-,Materials,2298386,US2774321002,New York Stock Exchange Inc.
FMC,FMC CORP,Equity,0.0506,79.89,163043,$13025505,-,Materials,2328603,US3024913036,New York Stock Exchange Inc.
ICE,INTERCONTINENTALEXCHANGE INC.,Equity,0.0761,119.15,164526,$19603273,-,Financials,B0PBS81,US45865V1008,New York Stock Exchange Inc.
ARG,AIRGAS INC,Equity,0.0408,62.46,168268,$10510019,-,Materials,2011561,US0093631028,New York Stock Exchange Inc.
CEPH,CEPHALON INC,Equity,0.0405,61.72,169194,$10442654,-,Health Care,2185143,US1567081096,NASDAQ
WYNN,WYNN RESORTS LTD,Equity,0.0685,103.84,170072,$17660276,-,Consumer Discretionary,2963811,US9831341071,NASDAQ
BIG,BIG LOTS INC.,Equity,0.0202,30.46,170522,$5194100,-,Consumer Discretionary,2218447,US0893021032,New York Stock Exchange Inc.
WHR,WHIRLPOOL CORP,Equity,0.0590,88.83,170994,$15189397,-,Consumer Discretionary,2960384,US9633201069,New York Stock Exchange Inc.
TEG,INTEGRYS ENERGY GROUP INC.,Equity,0.0328,48.51,174367,$8458543,-,Utilities,2982098,US45822P1057,New York Stock Exchange Inc.
LXK,LEXMARK INTERNATIONAL INC.,Equity,0.0239,34.82,176478,$6144964,-,Information Technology,2511908,US5297711070,New York Stock Exchange Inc.
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Equity,0.0388,55.59,179822,$9996305,-,Materials,2464165,US4595061015,New York Stock Exchange Inc.
TMK,TORCHMARK CORP,Equity,0.0418,59.74,180063,$10756964,-,Financials,2896713,US8910271043,New York Stock Exchange Inc.
FFIV,F5 NETWORKS INC,Equity,0.0919,130.16,181867,$23671809,-,Information Technology,2427599,US3156161024,NASDAQ
AVB,AVALONBAY COMMUNITIES REIT INC,Equity,0.0838,112.55,191828,$21590241,-,Financials,2131179,US0534841012,New York Stock Exchange Inc.
SRCL,STERICYCLE INC,Equity,0.0604,80.92,192379,$15567309,-,Industrials,2860826,US8589121081,NASDAQ
VFC,VF CORP,Equity,0.0653,86.18,195178,$16820440,-,Consumer Discretionary,2928683,US9182041080,New York Stock Exchange Inc.
ANF,ABERCROMBIE & FITCH CO. CL A,Equity,0.0442,57.63,197580,$11386535,-,Consumer Discretionary,2004185,US0028962076,New York Stock Exchange Inc.
BLL,BALL CORP,Equity,0.0525,68.05,198671,$13519562,-,Materials,2073022,US0584981064,New York Stock Exchange Inc.
SHW,SHERWIN WILLIAMS,Equity,0.0655,83.75,201492,$16874955,-,Materials,2804211,US8243481061,New York Stock Exchange Inc.
TIE,TITANIUM METALS CORP.,Equity,0.0134,17.18,201594,$3463385,-,Materials,2340931,US8883392073,New York Stock Exchange Inc.
NVLS,NOVELLUS SYSTEMS INC.,Equity,0.0254,32.32,202276,$6537560,-,Information Technology,2650748,US6700081010,NASDAQ
SNI,SCRIPPS NETWORKS INTERACTIVE INC C,Equity,0.0407,51.75,202588,$10483929,-,Consumer Discretionary,B39QT24,US8110651010,NASDAQ
WAT,WATER CORP CORP,Equity,0.0620,77.71,205416,$15962877,-,Health Care,2937689,US9418481035,New York Stock Exchange Inc.
FII,FEDERATED INVESTORS INC.,Equity,0.0209,26.17,206007,$5391203,-,Financials,2246288,US3142111034,New York Stock Exchange Inc.
BCR,C R BARD INC,Equity,0.0744,91.77,208957,$19175984,-,Health Care,2077905,US0673831097,New York Stock Exchange Inc.
ROP,ROPER TECHNOLOGIES INC,Equity,0.0632,76.43,212936,$16274698,-,Industrials,2749602,US7766961061,New York Stock Exchange Inc.
PDCO,PATTERSON COMPANIES INC,Equity,0.0259,30.63,217628,$6665946,-,Health Care,2672689,US7033951036,NASDAQ
MA,MASTERCARD INC CLASS A,Equity,0.1895,224.11,217830,$48817881,-,Information Technology,B121557,US57636Q1040,New York Stock Exchange Inc.
DVA,DAVITA INC,Equity,0.0590,69.49,218645,$15193641,-,Health Care,2898087,US23918K1088,New York Stock Exchange Inc.
ATI,ALLEGHENY TECHNOLOGIES INC,Equity,0.0476,55.18,222022,$12251174,-,Materials,2526117,US01741R1023,New York Stock Exchange Inc.
LH,LABORATORY CORPORATION OF AMERICA,Equity,0.0781,87.92,228749,$20111612,-,Health Care,2586122,US50540R4092,New York Stock Exchange Inc.
MEE,MASSEY ENERGY CO.,Equity,0.0478,53.65,229550,$12315358,-,Energy,2343662,US5762061068,New York Stock Exchange Inc.
BF.B,BROWN FORMAN CORP CLASS B,Equity,0.0631,69.62,233433,$16251605,-,Consumer Staples,2146838,US1156372096,New York Stock Exchange Inc.
COG,CABOT OIL & GAS CORP,Equity,0.0343,37.85,233563,$8840360,-,Energy,2162340,US1270971039,New York Stock Exchange Inc.
HP,HELMERICH & PAYNE INC,Equity,0.0449,48.48,238468,$11560929,-,Energy,2420101,US4234521015,New York Stock Exchange Inc.
QLG,QLOGIC,Equity,0.0158,17.02,238665,$4062078,-,Information Technology,5643808,US7472771010,Boerse Muenchen
AIZ,ASSURANT INC,Equity,0.0358,38.52,239290,$9217451,-,Financials,2331430,US04621X1081,New York Stock Exchange Inc.
OKE,ONEOK INC,Equity,0.0516,55.47,239723,$13297435,-,Utilities,2130109,US6826801036,New York Stock Exchange Inc.
AVY,AVERY DENNISON CORP,Equity,0.0399,42.34,242774,$10279051,-,Industrials,2066408,US0536111091,New York Stock Exchange Inc.
BMS,BEMIS INC,Equity,0.0308,32.66,242949,$7934714,-,Materials,2090173,US0814371052,New York Stock Exchange Inc.
PNW,PINNACLE WEST CORP,Equity,0.0393,41.45,244118,$10118691,-,Utilities,2048804,US7234841010,New York Stock Exchange Inc.
AKS,AK STEEL HOLDING CORP.,Equity,0.0156,16.37,246231,$4030801,-,Materials,2067735,US0015471081,New York Stock Exchange Inc.
LLL,L-3 COMMUNICATIONS HOLDINGS INC,Equity,0.0697,70.49,254574,$17944921,-,Industrials,2247366,US5024241045,New York Stock Exchange Inc.
SCG,SCANA CORP,Equity,0.0401,40.60,254613,$10337288,-,Utilities,2545844,US80589M1027,New York Stock Exchange Inc.
EL,ESTEE LAUDER INC CLASS A,Equity,0.0800,80.70,255422,$20612555,-,Consumer Staples,2320524,US5184391044,New York Stock Exchange Inc.
RSHCQ,RS LEGACY CORP,Equity,0.0185,18.49,257141,$4754537,-,Consumer Discretionary,2871505,US7504381036,Non-Nms Quotation Service (Nnqs)
PLL,PALL CORP,Equity,0.0499,49.58,259065,$12844443,-,Industrials,2668804,US6964293079,New York Stock Exchange Inc.
PXD,PIONEER NATURAL RESOURCE,Equity,0.0880,86.82,261130,$22671307,-,Energy,2690830,US7237871071,New York Stock Exchange Inc.
WEC,WEC ENERGY GROUP INC,Equity,0.0601,58.86,262921,$15475530,-,Utilities,2973995,US9766571064,New York Stock Exchange Inc.
AIV,APARTMENT INVESTMENT & MANAGEMENT,Equity,0.0265,25.84,264113,$6824680,-,Financials,2057059,US03748R1014,New York Stock Exchange Inc.
CRM,SALESFORCE.COM INC,Equity,0.1363,132.00,265989,$35110548,-,Information Technology,2310525,US79466L3024,New York Stock Exchange Inc.
PKI,PERKINELMER INC.,Equity,0.0267,25.82,266028,$6868843,-,Health Care,2305844,US7140461093,New York Stock Exchange Inc.
VAR,VARIAN MEDICAL SYSTEMS INC,Equity,0.0720,69.28,267646,$18542515,-,Health Care,2927516,US92220P1057,New York Stock Exchange Inc.
MTZ,M&T BANK CORP,Equity,0.0907,87.05,268519,$23374579,-,Financials,B0184C2,US55261F1049,Deutsche Boerse Ag
SJM,JM SMUCKER,Equity,0.0685,65.65,268804,$17646983,-,Consumer Staples,2951452,US8326964058,New York Stock Exchange Inc.
FTI,FMC TECHNOLOGIES INC,Equity,0.0929,88.91,269262,$23940084,-,Energy,2763561,US30249U1016,New York Stock Exchange Inc.
ROST,ROSS STORES INC,Equity,0.0665,63.25,270928,$17136196,-,Consumer Discretionary,2746711,US7782961038,NASDAQ
SUN,SUNOCO INC.,Equity,0.0424,40.31,271243,$10933805,-,Energy,2859868,US86764P1093,New York Stock Exchange Inc.
SIAL,SIGMA ALDRICH CORP,Equity,0.0705,66.56,272839,$18160164,-,Materials,2807566,US8265521018,NASDAQ
EFX,EQUIFAX INC,Equity,0.0383,35.60,277443,$9876971,-,Industrials,2319146,US2944291051,New York Stock Exchange Inc.
WPI,WATSON PHARMACEUTICALS,Equity,0.0565,51.65,281854,$14557759,-,Health Care,2943545,US9426831031,New York Stock Exchange Inc.
GR,GOODRICH CORP,Equity,0.0964,88.07,281997,$24835476,-,Industrials,2377809,US3823881061,New York Stock Exchange Inc.
FDO,FAMILY DOLLAR STORES INC,Equity,0.0546,49.71,283142,$14074989,-,Consumer Discretionary,2331225,US3070001090,New York Stock Exchange Inc.
RDC,ROWAN COMPANIES PLC,Equity,0.0384,34.91,283563,$9899184,-,Energy,2753197,US7793821007,New York Stock Exchange Inc.
