Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL*,APPLE INC,Equity,2.8337,526.24,2693091,$1417212208,-,Information Technology,B011001,US0378331005,Bolsa Mexicana De Valores (Mexican Stock Exchange)
XOM,EXXON MOBIL CORP,Equity,2.5169,96.27,13075817,$1258808903,-,Energy,2326618,US30231G1022,New York Stock Exchange Inc.
GOOGL,GOOGLE INC CLASS A,Equity,2.0417,1215.65,839991,$1021135059,-,Information Technology,B84V7F8,US38259P5089,Spot Regulated Market - Bvb
MSFT,MICROSOFT CORP,Equity,1.7417,38.31,22738259,$871102702,-,Information Technology,2588173,US5949181045,NASDAQ
JNJ,JOHNSON & JOHNSON,Equity,1.5555,92.12,8445114,$777963902,-,Health Care,2475833,US4781601046,New York Stock Exchange Inc.
GEC,GENERAL ELECTRIC CO.,Equity,1.5422,25.47,30283258,$771314581,-,Industrials,5254471,US3696041033,Deutsche Boerse Ag
WFC*,WELLS FARGO CO,Equity,1.3317,46.42,14347923,$666030586,-,Financials,B045BZ2,US9497461015,Bolsa Mexicana De Valores (Mexican Stock Exchange)
CVX,CHEVRON CORP,Equity,1.3274,115.33,5756432,$663889303,-,Energy,2838555,US1667641005,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.2796,78.66,8136195,$639993099,-,Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE,Equity,1.2783,56.82,11251984,$639337731,-,Financials,0190031,US46625H1005,London Stock Exchange
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,1.2473,115.78,5387837,$623803768,-,Financials,2073390,US0846707026,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.2455,32.11,19399105,$622905262,-,Health Care,2684703,US7170811035,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,1.1779,47.58,12381388,$589106441,-,Telecommunication Services,2090571,US92343V1044,New York Stock Exchange Inc.
IBM,INTERNATIONAL BUSINESS MACHINES CO,Equity,1.1311,185.17,3055162,$565724348,-,Information Technology,2005973,US4592001014,New York Stock Exchange Inc.
BAC,BANK OF AMERICA CORP,Equity,1.0552,16.53,31925805,$527733557,-,Financials,BHZL9B0,US0605051046,Swiss Exchange
T,AT&T INC,Equity,1.0067,31.93,15768145,$503476870,-,Telecommunication Services,2831811,US00206R1023,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,0.9966,56.99,8745900,$498428841,-,Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
C,CITIGROUP INC,Equity,0.8827,48.63,9078357,$441480501,-,Financials,2297907,US1729674242,New York Stock Exchange Inc.
KO,COCA-COLA,Equity,0.8682,38.20,11367231,$434228224,-,Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
ORCL,ORACLE CORP,Equity,0.8214,39.11,10503841,$410805222,-,Information Technology,2661568,US68389X1054,New York Stock Exchange Inc.
CMCSA,COMCAST A CORP,Equity,0.8062,51.69,7800210,$403192855,-,Consumer Discretionary,2044545,US20030N1019,NASDAQ
AMZN,AMAZON COM INC,Equity,0.8035,362.10,1109769,$401847355,-,Consumer Discretionary,2000019,US0231351067,NASDAQ
DIS,WALT DISNEY,Equity,0.7904,80.81,4891687,$395297226,-,Consumer Discretionary,2270726,US2546871060,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,0.7758,80.91,4795592,$388011349,-,Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
QCI,QUALCOMM,Equity,0.7613,75.29,5056808,$380727074,-,Information Technology,5382468,US7475251036,Deutsche Boerse Ag
GILD,GILEAD SCIENCES INC,Equity,0.7597,82.79,4589608,$379973646,-,Health Care,2369174,US3755581036,NASDAQ
INCO,INTEL CORPORATION CORP,Equity,0.7366,24.76,14879159,$368407977,-,Information Technology,5923652,US4581401001,Nyse Euronext - Euronext Amsterdam
PEP,PEPSICO INC,Equity,0.7349,80.07,4590359,$367550045,-,Consumer Staples,2681511,US7134481081,New York Stock Exchange Inc.
SLBA,SCHLUMBERGER LTD.,Equity,0.7330,93.00,3941901,$366596793,-,Energy,4779232,AN8068571086,Nyse Euronext - Euronext Amsterdam
WMT,WALMART STORES INC,Equity,0.7233,74.70,4842644,$361745507,-,Consumer Staples,2961280,US9311421039,Bolsa De Valores De Lima
