Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,3.7078,119.50,21694154,$2592451403,2592451403.00,Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,2.2907,52.64,30425727,$1601610269,1601610269.28,Information Technology,2588173,US5949181045,NASDAQ
XOM,EXXON MOBIL CORP,Equity,1.8770,82.74,15861386,$1312371078,1312371077.64,Energy,2326618,US30231G1022,New York Stock Exchange Inc.
GE,GENERAL ELECTRIC,Equity,1.5887,28.92,38408716,$1110780067,1110780066.72,Industrials,2380498,US3696041033,New York Stock Exchange Inc.
JNJ,JOHNSON & JOHNSON,Equity,1.5222,101.03,10534191,$1064269317,1064269316.73,Health Care,2475833,US4781601046,New York Stock Exchange Inc.
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,1.3865,136.02,7126806,$969388152,969388152.12,Financials,2073390,US0846707026,New York Stock Exchange Inc.
WFC,WELLS FARGO,Equity,1.3760,54.14,17770716,$962106564,962106564.24,Financials,2649100,US9497461015,New York Stock Exchange Inc.
AMZN,AMAZON COM INC,Equity,1.3061,625.90,1458977,$913173704,913173704.30,Consumer Discretionary,2000019,US0231351067,NASDAQ
JPM,JPMORGAN CHASE & CO,Equity,1.2928,64.25,14068103,$903875618,903875617.75,Financials,2190385,US46625H1005,New York Stock Exchange Inc.
FB,FACEBOOK CLASS A INC,Equity,1.2537,101.97,8596441,$876579089,876579088.77,Information Technology,B7TL820,US30303M1027,NASDAQ
GOOGL,ALPHABET INC CLASS A,Equity,1.1631,737.39,1102797,$813191480,813191479.83,Information Technology,BYVY8G0,US02079K3059,NASDAQ
GOOG,ALPHABET INC CLASS C,Equity,1.1439,710.81,1125177,$799787063,799787063.37,Information Technology,BYY88Y7,US02079K1079,NASDAQ
PFE,PFIZER INC,Equity,1.1349,33.82,23461788,$793477670,793477670.16,Health Care,2684703,US7170811035,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.1273,76.38,10319126,$788174844,788174843.88,Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.1215,33.51,23399633,$784121702,784121701.83,Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,1.0370,46.88,15466740,$725080771,725080771.20,Telecommunications,2090571,US92343V1044,New York Stock Exchange Inc.
DIS,WALT DISNEY,Equity,0.9610,113.74,5907254,$671891070,671891069.96,Consumer Discretionary,2270726,US2546871060,New York Stock Exchange Inc.
BAC,BANK OF AMERICA CORP,Equity,0.9558,16.78,39824509,$668255261,668255261.02,Financials,2295677,US0605051046,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,0.9305,90.88,7158479,$650562572,650562571.52,Energy,2838555,US1667641005,New York Stock Exchange Inc.
KO,COCA-COLA,Equity,0.9021,42.35,14893493,$630739429,630739428.55,Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
INTC,INTEL CORPORATION CORP,Equity,0.8758,33.86,18085208,$612365143,612365142.88,Information Technology,2463247,US4581401001,NASDAQ
C,CITIGROUP INC,Equity,0.8707,53.17,11450069,$608800169,608800168.73,Financials,2297907,US1729674242,New York Stock Exchange Inc.
HD,HOME DEPOT INC,Equity,0.8638,123.64,4884949,$603975094,603975094.36,Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.
GILD,GILEAD SCIENCES INC,Equity,0.8634,108.13,5583096,$603700170,603700170.48,Health Care,2369174,US3755581036,NASDAQ
MRK,MERCK & CO INC,Equity,0.8377,54.66,10715056,$585684961,585684960.96,Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
V,VISA INC CLASS A,Equity,0.8237,77.58,7423488,$575914199,575914199.04,Information Technology,B2PZN04,US92826C8394,New York Stock Exchange Inc.
PEP,PEPSICO INC,Equity,0.8168,102.19,5588405,$571079107,571079106.95,Consumer Staples,2681511,US7134481081,New York Stock Exchange Inc.
CSCO,CISCO SYSTEMS INC,Equity,0.7983,28.85,19347825,$558184751,558184751.25,Information Technology,2198163,US17275R1023,NASDAQ
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,0.7451,88.40,5893420,$520978328,520978328.00,Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
CMCSA,COMCAST A CORP,Equity,0.7205,62.62,8045113,$503784976,503784976.06,Consumer Discretionary,2044545,US20030N1019,NASDAQ
ORCL,ORACLE CORP,Equity,0.6873,38.84,12371562,$480511468,480511468.08,Information Technology,2661568,US68389X1054,New York Stock Exchange Inc.
IBM,INTERNATIONAL BUSINESS MACHINES CO,Equity,0.6869,140.08,3428279,$480233322,480233322.32,Information Technology,2005973,US4592001014,New York Stock Exchange Inc.
AGN,ALLERGAN,Equity,0.6607,308.47,1497490,$461930740,461930740.30,Health Care,BY9D546,IE00BY9D5467,New York Stock Exchange Inc.
AMGN,AMGEN INC,Equity,0.6526,158.18,2884521,$456273532,456273531.78,Health Care,2023607,US0311621009,NASDAQ
MO,ALTRIA GROUP INC,Equity,0.6451,60.47,7458900,$451039683,451039683.00,Consumer Staples,2692632,US02209S1033,New York Stock Exchange Inc.
UNH,UNITEDHEALTH GROUP INC,Equity,0.6111,117.78,3627524,$427249777,427249776.72,Health Care,2917766,US91324P1021,New York Stock Exchange Inc.
CVS,CVS HEALTH CORP,Equity,0.5990,98.78,4239763,$418803789,418803789.14,Consumer Staples,2577609,US1266501006,New York Stock Exchange Inc.
BMY,BRISTOL MYERS SQUIBB,Equity,0.5984,65.95,6343509,$418354419,418354418.55,Health Care,2126335,US1101221083,New York Stock Exchange Inc.
MCD,MCDONALDS CORP,Equity,0.5752,112.25,3582899,$402180413,402180412.75,Consumer Discretionary,2550707,US5801351017,New York Stock Exchange Inc.
MDT,MEDTRONIC PLC,Equity,0.5688,73.92,5379862,$397679399,397679399.04,Health Care,BTN1Y11,IE00BTN1Y115,New York Stock Exchange Inc.
SLB,SCHLUMBERGER NV,Equity,0.5382,78.16,4814090,$376269274,376269274.40,Energy,2779201,AN8068571086,New York Stock Exchange Inc.
MA,MASTERCARD INC CLASS A,Equity,0.5375,98.99,3796646,$375829988,375829987.54,Information Technology,B121557,US57636Q1040,New York Stock Exchange Inc.
ABBV,ABBVIE INC,Equity,0.5363,59.55,6297103,$374992484,374992483.65,Health Care,B92SR70,US00287Y1091,New York Stock Exchange Inc.
MMM,3M CO,Equity,0.5344,157.21,2376644,$373632203,373632203.24,Industrials,2595708,US88579Y1010,New York Stock Exchange Inc.
CELG,CELGENE CORP,Equity,0.5278,122.71,3007433,$369042103,369042103.43,Health Care,2182348,US1510201049,NASDAQ
BA,BOEING,Equity,0.5146,148.07,2429835,$359785668,359785668.45,Industrials,2108601,US0970231058,New York Stock Exchange Inc.
