Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
XOM,EXXON MOBIL CORP,Equity,3.7257,75.07,10510383,$789014452,-,Energy,2326618,US30231G1022,New York Stock Exchange Inc.
MSFT,MICROSOFT CORP,Equity,2.3545,29.41,16954510,$498632139,-,Information Technology,2588173,US5949181045,NASDAQ
PG,PROCTER & GAMBLE,Equity,1.8795,62.35,6383720,$398024942,-,Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
AAPL*,APPLE INC,Equity,1.8494,199.91,1959195,$391662672,-,Information Technology,B011001,US0378331005,Bolsa Mexicana De Valores (Mexican Stock Exchange)
JNJ,JOHNSON & JOHNSON,Equity,1.7884,62.84,6027073,$378741267,-,Health Care,2475833,US4781601046,New York Stock Exchange Inc.
GEC,GENERAL ELECTRIC CO.,Equity,1.7581,16.02,23241308,$372325754,-,Industrials,5254471,US3696041033,Deutsche Boerse Ag
JPM,JPMORGAN CHASE,Equity,1.7256,42.49,8600693,$365443446,-,Financials,0190031,US46625H1005,London Stock Exchange
IBM,INTERNATIONAL BUSINESS MACHINES CO,Equity,1.7105,126.35,2866948,$362238880,-,Information Technology,2005973,US4592001014,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.6415,26.94,12903544,$347621475,-,Telecommunication Services,2831811,US00206R1023,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,1.6163,78.04,4386127,$342293351,-,Energy,2838555,US1667641005,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.5132,18.17,17636686,$320458585,-,Health Care,2684703,US7170811035,New York Stock Exchange Inc.
GOOGL,GOOGLE INC CLASS A,Equity,1.4486,583.00,526195,$306771685,-,Information Technology,B84V7F8,US38259P5089,Spot Regulated Market - Bvb
BAC,BANK OF AMERICA CORP,Equity,1.4161,15.85,18921401,$299904206,-,Financials,BHZL9B0,US0605051046,Swiss Exchange
CSCO,CISCO SYSTEMS INC,Equity,1.3938,23.40,12614600,$295181640,-,Information Technology,2198163,US17275R1023,NASDAQ
KO,COCA-COLA,Equity,1.3689,57.20,5068358,$289910078,-,Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
WFC*,WELLS FARGO CO,Equity,1.3528,28.04,10217028,$286485465,-,Financials,B045BZ2,US9497461015,Bolsa Mexicana De Valores (Mexican Stock Exchange)
WMT,WALMART STORES INC,Equity,1.2167,54.55,4723653,$257675271,-,Consumer Staples,2961280,US9311421039,Bolsa De Valores De Lima
HPQ,HEWLETT PACKARD,Equity,1.2013,49.06,5185630,$254407008,-,Information Technology,2424006,US4282361033,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,1.1410,36.21,6673042,$241630851,-,Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
INCO,INTEL CORPORATION CORP,Equity,1.1100,19.20,12243105,$235067616,-,Information Technology,5923652,US4581401001,Nyse Euronext - Euronext Amsterdam
PEP,PEPSICO INC,Equity,1.0010,62.22,3407112,$211990509,-,Consumer Staples,2681511,US7134481081,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,0.9607,48.09,4230763,$203457393,-,Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,0.9229,31.46,6212593,$195448176,-,Telecommunication Services,2090571,US92343V1044,New York Stock Exchange Inc.
GS,GOLDMAN SACHS GROUP INC,Equity,0.8957,169.66,1118108,$189698203,-,Financials,2407966,US38141G1040,New York Stock Exchange Inc.
ORCL,ORACLE CORP,Equity,0.8906,22.08,8541866,$188604401,-,Information Technology,2661568,US68389X1054,New York Stock Exchange Inc.
ABT,ABBOTT LABORATORIES,Equity,0.8699,54.49,3380998,$184230581,-,Health Care,2002305,US0028241000,New York Stock Exchange Inc.
COP,CONOCOPHILLIPS,Equity,0.7928,51.77,3243199,$167900412,-,Energy,2685717,US20825C1045,New York Stock Exchange Inc.
SLBA,SCHLUMBERGER LTD.,Equity,0.7903,63.89,2619731,$167374614,-,Energy,4779232,AN8068571086,Nyse Euronext - Euronext Amsterdam
QCI,QUALCOMM,Equity,0.7725,45.00,3635587,$163601415,-,Information Technology,5382468,US7475251036,Deutsche Boerse Ag
MCD,MCDONALDS CORP,Equity,0.7129,63.25,2386844,$150967883,-,Consumer Discretionary,2550707,US5801351017,New York Stock Exchange Inc.
OXY,OCCIDENTAL PETROLEUM CORP,Equity,0.6765,80.79,1773218,$143258282,-,Energy,2655408,US6745991058,New York Stock Exchange Inc.
