Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,2.8723,95.60,21966040,$2099953424,2099953424.00,Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,2.2063,51.17,31522735,$1613018350,1613018349.95,Information Technology,2588173,US5949181045,NASDAQ
XOM,EXXON MOBIL CORP,Equity,2.1322,93.74,16629108,$1558812584,1558812583.92,Energy,2326618,US30231G1022,New York Stock Exchange Inc.
JNJ,JOHNSON & JOHNSON,Equity,1.8302,121.30,11030886,$1338046472,1338046471.80,Health Care,2475833,US4781601046,New York Stock Exchange Inc.
GE,GENERAL ELECTRIC,Equity,1.5879,31.48,36877271,$1160896491,1160896491.08,Industrials,2380498,US3696041033,New York Stock Exchange Inc.
AMZN,AMAZON COM INC,Equity,1.5187,715.62,1551570,$1110334523,1110334523.40,Consumer Discretionary,2000019,US0231351067,NASDAQ
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,1.4882,144.79,7514663,$1088048056,1088048055.77,Financials,2073390,US0846707026,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.4591,43.21,24687361,$1066740869,1066740868.81,Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
FB,FACEBOOK CLASS A INC,Equity,1.4492,114.28,9271250,$1059518450,1059518450.00,Information Technology,B7TL820,US30303M1027,NASDAQ
VZ,VERIZON COMMUNICATIONS INC,Equity,1.2486,55.84,16347118,$912823069,912823069.12,Telecommunications,2090571,US92343V1044,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,1.2464,62.14,14664272,$911237862,911237862.08,Financials,2190385,US46625H1005,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.2363,84.67,10674808,$903835993,903835993.36,Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
WFC,WELLS FARGO,Equity,1.1995,47.33,18528024,$876931376,876931375.92,Financials,2649100,US9497461015,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.1714,35.21,24321842,$856372057,856372056.82,Health Care,2684703,US7170811035,New York Stock Exchange Inc.
GOOGL,ALPHABET INC CLASS A,Equity,1.1333,703.53,1177719,$828560648,828560648.07,Information Technology,BYVY8G0,US02079K3059,NASDAQ
GOOG,ALPHABET INC CLASS C,Equity,1.1213,692.10,1184469,$819770995,819770994.90,Information Technology,BYY88Y7,US02079K1079,NASDAQ
CVX,CHEVRON CORP,Equity,1.0838,104.83,7558216,$792327783,792327783.28,Energy,2838555,US1667641005,New York Stock Exchange Inc.
KO,COCA-COLA,Equity,0.9681,45.33,15614407,$707801069,707801069.31,Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,0.8747,57.61,11100618,$639506603,639506602.98,Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
HD,HOME DEPOT INC,Equity,0.8713,127.69,4988840,$637024980,637024979.60,Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,0.8656,101.72,6221042,$632804392,632804392.24,Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
CMCSA,COMCAST A CORP,Equity,0.8646,65.19,9695910,$632076373,632076372.90,Consumer Discretionary,2044545,US20030N1019,NASDAQ
INTC,INTEL CORPORATION CORP,Equity,0.8496,32.80,18936646,$621121989,621121988.80,Information Technology,2463247,US4581401001,NASDAQ
PEP,PEPSICO INC,Equity,0.8394,105.94,5792543,$613662005,613662005.42,Consumer Staples,2681511,US7134481081,New York Stock Exchange Inc.
DIS,WALT DISNEY,Equity,0.8009,97.82,5985970,$585547585,585547585.40,Consumer Discretionary,2270726,US2546871060,New York Stock Exchange Inc.
CSCO,CISCO SYSTEMS INC,Equity,0.7915,28.69,20170664,$578696350,578696350.16,Information Technology,2198163,US17275R1023,NASDAQ
V,VISA INC CLASS A,Equity,0.7750,74.17,7638779,$566568238,566568238.43,Information Technology,B2PZN04,US92826C8394,New York Stock Exchange Inc.
BAC,BANK OF AMERICA CORP,Equity,0.7477,13.27,41193500,$546637745,546637745.00,Financials,2295677,US0605051046,New York Stock Exchange Inc.
MO,ALTRIA GROUP INC,Equity,0.7401,68.96,7845868,$541051057,541051057.28,Consumer Staples,2692632,US02209S1033,New York Stock Exchange Inc.
UNH,UNITEDHEALTH GROUP INC,Equity,0.7364,141.20,3813018,$538398142,538398141.60,Health Care,2917766,US91324P1021,New York Stock Exchange Inc.
IBM,INTERNATIONAL BUSINESS MACHINES CO,Equity,0.7353,151.78,3541768,$537569547,537569547.04,Information Technology,2005973,US4592001014,New York Stock Exchange Inc.
ORCL,ORACLE CORP,Equity,0.6988,40.93,12481679,$510875121,510875121.47,Information Technology,2661568,US68389X1054,New York Stock Exchange Inc.
C,CITIGROUP INC,Equity,0.6824,42.39,11769956,$498928435,498928434.84,Financials,2297907,US1729674242,New York Stock Exchange Inc.
BMY,BRISTOL MYERS SQUIBB,Equity,0.6735,73.55,6694441,$492376136,492376135.55,Health Care,2126335,US1101221083,New York Stock Exchange Inc.
MDT,MEDTRONIC PLC,Equity,0.6693,86.77,5639127,$489307050,489307049.79,Health Care,BTN1Y11,IE00BTN1Y115,New York Stock Exchange Inc.
AMGN,AMGEN INC,Equity,0.6270,152.15,3012613,$458369068,458369067.95,Health Care,2023607,US0311621009,NASDAQ
WMT,WALMART STORES INC,Equity,0.6117,73.02,6124381,$447202301,447202300.62,Consumer Staples,2936921,US9311421039,New York Stock Exchange Inc.
GILD,GILEAD SCIENCES INC,Equity,0.6094,83.42,5341028,$445548556,445548555.76,Health Care,2369174,US3755581036,NASDAQ
SLB,SCHLUMBERGER NV,Equity,0.6027,79.08,5572396,$440665076,440665075.68,Energy,2779201,AN8068571086,New York Stock Exchange Inc.
MMM,3M CO,Equity,0.5826,175.12,2432323,$425948404,425948403.76,Industrials,2595708,US88579Y1010,New York Stock Exchange Inc.
MCD,MCDONALDS CORP,Equity,0.5795,120.34,3520488,$423655526,423655525.92,Consumer Discretionary,2550707,US5801351017,New York Stock Exchange Inc.
CVS,CVS HEALTH CORP,Equity,0.5640,95.74,4307154,$412366924,412366923.96,Consumer Staples,2577609,US1266501006,New York Stock Exchange Inc.
ABBV,ABBVIE INC,Equity,0.5493,61.91,6486122,$401555813,401555813.02,Health Care,B92SR70,US00287Y1091,New York Stock Exchange Inc.
AGN,ALLERGAN,Equity,0.5014,231.09,1586300,$366578067,366578067.00,Health Care,BY9D546,IE00BY9D5467,New York Stock Exchange Inc.
HON,HONEYWELL INTERNATIONAL INC,Equity,0.4863,116.32,3056330,$355512306,355512305.60,Industrials,2020459,US4385161066,New York Stock Exchange Inc.
MA,MASTERCARD INC CLASS A,Equity,0.4689,88.06,3893211,$342836161,342836160.66,Information Technology,B121557,US57636Q1040,New York Stock Exchange Inc.
SBUX,STARBUCKS CORP,Equity,0.4590,57.12,5874725,$335564292,335564292.00,Consumer Discretionary,2842255,US8552441094,NASDAQ
UTX,UNITED TECHNOLOGIES CORP,Equity,0.4378,102.55,3121166,$320075573,320075573.30,Industrials,2915500,US9130171096,New York Stock Exchange Inc.
QCOM,QUALCOMM INC,Equity,0.4316,53.57,5890812,$315570799,315570798.84,Information Technology,2714923,US7475251036,NASDAQ
BA,BOEING,Equity,0.4266,129.87,2401339,$311861896,311861895.93,Industrials,2108601,US0970231058,New York Stock Exchange Inc.
LLY,ELI LILLY,Equity,0.4196,78.75,3895536,$306773460,306773460.00,Health Care,2516152,US5324571083,New York Stock Exchange Inc.
CELG,CELGENE CORP,Equity,0.4191,98.63,3106388,$306383048,306383048.44,Health Care,2182348,US1510201049,NASDAQ
UPS,UNITED PARCEL SERVICE INC CLASS B,Equity,0.4080,107.72,2768930,$298269140,298269139.60,Industrials,2517382,US9113121068,New York Stock Exchange Inc.
NKE,NIKE INC CLASS B,Equity,0.4032,55.20,5339632,$294747686,294747686.40,Consumer Discretionary,2640147,US6541061031,New York Stock Exchange Inc.
UNP,UNION PACIFIC CORP,Equity,0.4025,87.25,3372817,$294278283,294278283.25,Industrials,2914734,US9078181081,New York Stock Exchange Inc.
WBA,WALGREEN BOOTS ALLIANCE,Equity,0.3947,83.27,3465718,$288590338,288590337.86,Consumer Staples,BTN1Y44,US9314271084,NASDAQ
ACN,ACCENTURE PLC,Equity,0.3877,113.29,2501612,$283407623,283407623.48,Information Technology,B4BNMY3,IE00B4BNMY34,New York Stock Exchange Inc.
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Equity,0.3875,45.51,6224265,$283266300,283266300.15,Consumer Staples,B8CKK03,US6092071058,NASDAQ
LOW,LOWES COMPANIES INC,Equity,0.3848,79.17,3553570,$281336137,281336136.90,Consumer Discretionary,2536763,US5486611073,New York Stock Exchange Inc.
COST,COSTCO WHOLESALE CORP,Equity,0.3774,157.04,1756788,$275885988,275885987.52,Consumer Staples,2701271,US22160K1051,NASDAQ
SPG,SIMON PROPERTY GROUP REIT INC,Equity,0.3681,216.90,1240829,$269135810,269135810.10,Financials,2812452,US8288061091,New York Stock Exchange Inc.
USB,US BANCORP,Equity,0.3590,40.33,6508027,$262468729,262468728.91,Financials,2736035,US9029733048,New York Stock Exchange Inc.
CL,COLGATE-PALMOLIVE,Equity,0.3586,73.20,3581297,$262150940,262150940.40,Consumer Staples,2209106,US1941621039,New York Stock Exchange Inc.
