Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Equity,0.0355,791.43,8034,$6358349,-,Consumer Discretionary,2942003,US9396401088,New York Stock Exchange Inc.
MDP,MEREDITH CORP.,Equity,0.0164,54.98,53321,$2931589,-,Consumer Discretionary,2578516,US5894331017,New York Stock Exchange Inc.
GAS.2,NICOR INC,Equity,0.0146,42.35,61845,$2619136,-,Utilities,2639509,US6540861076,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.0416,119.91,62087,$7444852,-,Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.
MIL.,MILLIPORE CORP,Equity,0.0304,73.18,74403,$5444812,-,Health Care,2594437,US6010731098,New York Stock Exchange Inc.
MX4A,CME GROUP INC CLASS A,Equity,0.2884,686.00,75223,$51602978,-,Financials,B012KV5,US12572Q1058,Boerse Berlin
ASH,ASHLAND INC,Equity,0.0204,47.43,77144,$3658940,-,Materials,B0BVFJ5,US0442091049,New York Stock Exchange Inc.
SNA,SNAP-ON INC.,Equity,0.0217,48.24,80314,$3874347,-,Consumer Discretionary,2818740,US8330341012,New York Stock Exchange Inc.
R,RYDER SYSTEM INC,Equity,0.0215,47.01,81983,$3854021,-,Industrials,2760669,US7835491082,New York Stock Exchange Inc.
RL,POLO RALPH LAUREN CORP.,Equity,0.0286,61.79,82970,$5126716,-,Consumer Discretionary,2018409,US7315721032,New York Stock Exchange Inc.
DDS,DILLARDS INC CLASS A,Equity,0.0088,18.78,83637,$1570703,-,Consumer Discretionary,2269768,US2540671011,New York Stock Exchange Inc.
HAR,HARMAN INTERNATIONAL INDUSTRIES IN,Equity,0.0351,73.71,85283,$6286210,-,Consumer Discretionary,2411138,US4130861093,New York Stock Exchange Inc.
BDK,THE BLACK & DECKER CORPORATION,Equity,0.0343,69.65,88198,$6142991,-,Consumer Discretionary,2101503,US0917971006,New York Stock Exchange Inc.
GWW,WW GRAINGER INC,Equity,0.0457,87.52,93413,$8175506,-,Industrials,2380863,US3848021040,New York Stock Exchange Inc.
ICE,INTERCONTINENTALEXCHANGE INC.,Equity,0.1032,192.50,95973,$18474803,-,Financials,B0PBS81,US45865V1008,New York Stock Exchange Inc.
SHLD,SEARS HOLDINGS CORP,Equity,0.0583,102.05,102218,$10431347,-,Consumer Discretionary,2634805,US8123501061,NASDAQ
OMX,OFFICEMAX INC.,Equity,0.0119,20.66,102769,$2123208,-,Consumer Discretionary,2109002,US67622P1012,New York Stock Exchange Inc.
MTZ,M&T BANK CORP,Equity,0.0473,81.57,103792,$8466313,-,Financials,B0184C2,US55261F1049,Deutsche Boerse Ag
TEG,INTEGRYS ENERGY GROUP INC.,Equity,0.0303,51.69,104918,$5423212,-,Utilities,2982098,US45822P1057,New York Stock Exchange Inc.
KBH,KB HOME,Equity,0.0127,21.60,105113,$2270441,-,Consumer Discretionary,2485070,US48666K1097,New York Stock Exchange Inc.
WHR,WHIRLPOOL CORP,Equity,0.0492,81.63,107906,$8808367,-,Consumer Discretionary,2960384,US9633201069,New York Stock Exchange Inc.
AVB,AVALONBAY COMMUNITIES REIT INC,Equity,0.0582,94.14,110568,$10408872,-,Financials,2131179,US0534841012,New York Stock Exchange Inc.
MTG,MGIC INVESTMENT CORP,Equity,0.0140,22.43,111785,$2507338,-,Financials,2548616,US5528481030,New York Stock Exchange Inc.
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Equity,0.0303,48.13,112773,$5427764,-,Materials,2464165,US4595061015,New York Stock Exchange Inc.
SWK,STANLEY WORKS,Equity,0.0308,48.48,113819,$5517945,-,Consumer Discretionary,2840549,US8546161097,New York Stock Exchange Inc.
EMN,EASTMAN CHEMICAL,Equity,0.0389,61.09,114051,$6967376,-,Materials,2298386,US2774321002,New York Stock Exchange Inc.
JNY,JONES GROUP INC,Equity,0.0104,15.99,116296,$1859573,-,Consumer Discretionary,2477152,US48020T1016,New York Stock Exchange Inc.
CIEN,CIENA CORP,Equity,0.0226,34.11,118707,$4049096,-,Information Technology,B1FLZ21,US1717793095,New York Stock Exchange Inc.
BF.B,BROWN FORMAN CORP CLASS B,Equity,0.0495,74.11,119433,$8851180,-,Consumer Staples,2146838,US1156372096,New York Stock Exchange Inc.
WEN.2,WENDYS INTERNATIONAL INC.,Equity,0.0173,25.84,119611,$3090748,-,Consumer Discretionary,2947956,US9505901093,New York Stock Exchange Inc.
ANF,ABERCROMBIE & FITCH CO. CL A,Equity,0.0536,79.97,119894,$9587923,-,Consumer Discretionary,2004185,US0028962076,New York Stock Exchange Inc.
TIE,TITANIUM METALS CORP.,Equity,0.0179,26.45,120970,$3199657,-,Materials,2340931,US8883392073,New York Stock Exchange Inc.
FII,FEDERATED INVESTORS INC.,Equity,0.0278,41.16,121006,$4980607,-,Financials,2246288,US3142111034,New York Stock Exchange Inc.
