Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Equity,0.0208,402.15,11899,$4785183,-,Consumer Discretionary,2942003,US9396401088,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.0634,237.63,61494,$14612819,-,Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.
MDP,MEREDITH CORP.,Equity,0.0116,33.95,78868,$2677569,-,Consumer Discretionary,2578516,US5894331017,New York Stock Exchange Inc.
ISRG,INTUITIVE SURGICAL INC,Equity,0.0962,262.95,84382,$22188247,-,Health Care,2871301,US46120E6023,NASDAQ
SHLD,SEARS HOLDINGS CORP,Equity,0.0297,71.98,95006,$6838532,-,Consumer Discretionary,2634805,US8123501061,NASDAQ
GAS.2,NICOR INC,Equity,0.0202,47.63,97756,$4656118,-,Utilities,2639509,US6540861076,New York Stock Exchange Inc.
PCLN,PRICELINE GROUP INC/THE,Equity,0.1698,376.81,103908,$39153573,-,Consumer Discretionary,2779063,US7415034039,NASDAQ
DNB,DUN & BRADSTREET CORP,Equity,0.0346,74.41,107329,$7986351,-,Industrials,2636254,US26483E1001,New York Stock Exchange Inc.
R,RYDER SYSTEM INC,Equity,0.0214,43.75,112877,$4938369,-,Industrials,2760669,US7835491082,New York Stock Exchange Inc.
FSLR,FIRST SOLAR INC,Equity,0.0690,137.68,115587,$15914018,-,Information Technology,B1HMF22,US3364331070,NASDAQ
FLS,FLOWSERVE CORP,Equity,0.0520,100.00,119970,$11997000,-,Industrials,2288406,US34354P1057,New York Stock Exchange Inc.
SNA,SNAP-ON INC.,Equity,0.0276,51.00,124866,$6368166,-,Industrials,2818740,US8330341012,New York Stock Exchange Inc.
GWW,WW GRAINGER INC,Equity,0.0688,124.03,127840,$15855995,-,Industrials,2380863,US3848021040,New York Stock Exchange Inc.
AN,AUTONATION INC,Equity,0.0135,23.22,134226,$3116728,-,Consumer Discretionary,2732635,US05329W1027,New York Stock Exchange Inc.
DV,DEVRY EDUCATION GROUP INC,Equity,0.0282,47.86,135651,$6492257,-,Consumer Discretionary,2267609,US2518931033,New York Stock Exchange Inc.
RL,POLO RALPH LAUREN CORP.,Equity,0.0588,96.88,139819,$13545665,-,Consumer Discretionary,2018409,US7315721032,New York Stock Exchange Inc.
MX4A,CME GROUP INC CLASS A,Equity,0.1814,289.65,144374,$41817929,-,Financials,B012KV5,US12572Q1058,Boerse Berlin
HAR,HARMAN INTERNATIONAL INDUSTRIES IN,Equity,0.0216,33.55,148727,$4989791,-,Consumer Discretionary,2411138,US4130861093,New York Stock Exchange Inc.
